UMAP1,UMAP2,Source
0.4440707,3.3495793,molmim
4.679823,-1.6221688,molmim
5.1976447,2.3505151,molmim
4.948888,2.5144584,molmim
4.986024,2.7098405,molmim
5.237072,2.3780591,molmim
4.728752,-1.226033,molmim
4.8080454,2.6196694,molmim
5.28186,1.8340154,molmim
5.299037,2.4990568,molmim
4.6355333,3.9413555,molmim
4.6229243,3.80179,molmim
4.445826,3.7169955,molmim
4.6338673,3.932546,molmim
5.1849456,-0.82904077,molmim
4.258497,3.692135,molmim
4.105761,3.117524,molmim
4.2460036,3.8382378,molmim
2.3938837,1.8392407,molmim
2.4046705,1.8217874,molmim
3.3029299,2.7210155,molmim
2.3143547,1.7681984,molmim
3.6185193,3.4604979,molmim
2.7296586,2.0802207,molmim
2.7723413,1.9850999,molmim
5.280422,3.158366,molmim
4.0961714,3.6140342,molmim
5.426196,4.94185,molmim
5.1568727,4.952389,molmim
4.9714313,4.8817477,molmim
5.1770444,5.076972,molmim
5.305893,5.5797253,molmim
3.9515657,3.8747876,molmim
5.113648,5.0820327,molmim
5.1770124,4.6907287,molmim
4.439836,2.9585674,molmim
3.8268635,4.12005,molmim
4.8820024,2.3227415,molmim
4.5973253,3.6291523,molmim
4.509736,3.353386,molmim
4.7014294,3.7049341,molmim
4.421686,3.3747354,molmim
4.7242007,3.7064142,molmim
-3.350321,0.14361227,molmim
-3.8173995,1.3593669,molmim
-3.738484,1.2289495,molmim
4.574463,2.5090063,molmim
5.49422,3.6679583,molmim
4.959119,2.8445244,molmim
4.9778547,2.8652868,molmim
5.2438016,4.2016044,molmim
4.5871572,4.222138,molmim
5.9414186,4.146389,molmim
-4.3879366,-0.9917255,molmim
-3.4357326,-1.1455778,molmim
-3.3618467,-0.49848968,molmim
-3.7463763,-1.0571166,molmim
3.86358,3.5561066,molmim
-2.225626,-0.28236458,molmim
3.7347286,3.650529,molmim
-3.2108703,-0.70153016,molmim
-3.1660705,-0.7216593,molmim
2.6542985,3.550093,molmim
3.806551,3.6020136,molmim
-2.0528011,-0.6769001,molmim
-3.5446503,-0.5493051,molmim
3.0451436,3.5254495,molmim
3.1374147,3.6362863,molmim
2.5119367,3.4614446,molmim
-2.586561,-1.8646553,molmim
3.0333128,4.0419474,molmim
2.240391,3.4567008,molmim
4.596684,-1.3127016,molmim
4.183651,4.131635,molmim
0.5441698,3.5557761,molmim
0.5524746,3.516542,molmim
0.57079226,3.546885,molmim
0.5858882,3.5159497,molmim
1.1376355,3.4419632,molmim
0.44208476,3.4146824,molmim
0.8339228,3.4728916,molmim
0.52602565,3.4982784,molmim
1.2321492,3.5122213,molmim
-2.5214837,-0.29907435,molmim
-3.2003155,-0.67972887,molmim
-3.042406,-0.6000732,molmim
0.9412453,3.5222943,molmim
4.5589886,2.7820399,molmim
4.42573,1.2023968,molmim
4.5118537,1.186189,molmim
4.4578905,1.1889852,molmim
4.829597,1.4034448,molmim
4.5861754,1.2372175,molmim
4.0389414,4.0505843,molmim
4.7459264,2.433218,molmim
4.7639155,2.3337376,molmim
4.0768495,3.6378133,molmim
4.568496,3.2424986,molmim
4.012796,4.123519,molmim
4.6533594,3.4015598,molmim
4.2053,2.504266,molmim
4.7740736,2.772655,molmim
5.100352,3.2481406,molmim
6.513142,2.080067,molmim
4.8135157,2.2657003,molmim
5.7843366,1.9151571,molmim
5.209319,6.047813,molmim
5.8789306,4.0294023,molmim
3.154403,3.825522,molmim
4.2942004,5.0658107,molmim
4.3811636,5.074313,molmim
6.236145,4.2237873,molmim
4.4351087,5.223113,molmim
4.931113,5.644762,molmim
5.0921917,6.1764045,molmim
3.4447293,4.3766823,molmim
3.6312768,4.465967,molmim
5.741119,3.6129086,molmim
5.39288,3.0738804,molmim
5.9215007,3.1802936,molmim
5.87986,3.7744632,molmim
5.933481,4.2215996,molmim
5.200798,3.716666,molmim
4.339709,4.1671805,molmim
-2.2877192,-0.5439665,molmim
-2.5568087,-0.5204224,molmim
-2.181668,-0.31380278,molmim
2.8421693,3.8050091,molmim
-2.120866,-0.28132108,molmim
-2.8405526,-0.40253335,molmim
-2.4826965,-0.28182825,molmim
5.1590447,2.7863662,molmim
5.2872386,2.7653155,molmim
5.00981,2.7798796,molmim
3.6697571,3.9762545,molmim
4.979222,2.7753575,molmim
4.6676836,2.7815394,molmim
5.487683,2.147477,molmim
4.504072,3.2206302,molmim
5.0922174,2.5250678,molmim
4.7364826,2.1453173,molmim
4.546349,2.44552,molmim
4.744026,2.4425478,molmim
4.558439,2.6785161,molmim
5.053443,2.9453406,molmim
5.523595,3.2341087,molmim
5.5902324,3.3447218,molmim
4.1654906,3.5053046,molmim
-4.6472964,-1.604759,molmim
-4.1830597,-0.752501,molmim
-2.6118336,-0.39838973,molmim
2.6271212,3.7480288,molmim
1.311844,3.4394875,molmim
1.5652354,3.2701597,molmim
4.8685303,2.480007,molmim
3.0068235,5.1880383,molmim
3.6435997,4.9363065,molmim
3.0904284,5.1789727,molmim
3.201161,5.088329,molmim
3.4914684,4.344364,molmim
3.729169,3.9672346,molmim
3.6128573,4.0632033,molmim
4.5838428,-1.371715,molmim
4.700204,-1.42116,molmim
4.5492783,3.6624646,molmim
5.2093997,2.46021,molmim
5.344522,2.192051,molmim
5.114974,-0.5404171,molmim
4.44046,2.7676468,molmim
-2.239428,-0.8525331,claude_scaffold
-3.7098596,-1.8925815,claude_scaffold
-4.367182,-0.90072215,claude_scaffold
-2.2199888,-0.81038046,claude_scaffold
-2.224382,-0.85693026,claude_scaffold
-3.6257014,-2.053329,claude_scaffold
-2.2416956,-0.8561939,claude_scaffold
-4.3486085,-0.76299167,claude_scaffold
-3.9187152,0.99136937,claude_scaffold
-3.8804657,1.111461,claude_scaffold
-4.004495,1.0120218,claude_scaffold
-3.9637196,1.1239766,claude_scaffold
-3.9136505,1.0744985,claude_scaffold
-4.016763,0.9033114,claude_scaffold
-3.917954,1.0034621,claude_scaffold
-3.9990067,1.1088556,claude_scaffold
-3.9489055,1.0093584,claude_scaffold
-3.8266783,1.0972985,claude_scaffold
-3.9807463,0.9303802,claude_scaffold
-3.9986923,1.0698135,claude_scaffold
-3.9518661,1.1188732,claude_scaffold
-3.8753214,1.0136654,claude_scaffold
-3.9433818,1.0781944,claude_scaffold
-3.939768,1.0149311,claude_scaffold
5.507075,-0.50191516,claude_scaffold
5.451413,-0.5882799,claude_scaffold
5.5297933,-0.53291136,claude_scaffold
5.437649,-0.5741285,claude_scaffold
5.6009483,-0.49952132,claude_scaffold
5.5252695,-0.54490954,claude_scaffold
5.5394387,-0.48451436,claude_scaffold
5.401194,-0.5659719,claude_scaffold
5.5209804,-0.5738183,claude_scaffold
5.5480165,-0.61650765,claude_scaffold
6.6337824,1.7115551,claude_scaffold
6.7952857,1.4784008,claude_scaffold
6.6458497,1.7171097,claude_scaffold
6.6743903,1.6115382,claude_scaffold
6.7381344,1.6375475,claude_scaffold
6.848627,1.5028974,claude_scaffold
6.6715493,1.6909325,claude_scaffold
6.8582454,1.5310478,claude_scaffold
6.5970864,1.7987329,claude_scaffold
6.7830763,1.5298201,claude_scaffold
6.572689,1.6734713,claude_scaffold
6.6659584,1.6842148,claude_scaffold
6.4755583,1.8807734,claude_scaffold
6.800069,1.5196853,claude_scaffold
6.9158773,1.3964821,claude_scaffold
5.2032466,6.687389,claude_scaffold
5.2423472,6.6218443,claude_scaffold
5.228191,6.6779704,claude_scaffold
5.3546233,6.5507345,claude_scaffold
5.283662,6.635669,claude_scaffold
5.274857,6.629294,claude_scaffold
5.3460097,6.573322,claude_scaffold
5.2041874,6.6066747,claude_scaffold
5.271517,6.661668,claude_scaffold
5.1783495,6.6724834,claude_scaffold
5.261499,6.656181,claude_scaffold
5.218686,6.453269,claude_scaffold
5.2520146,6.6177735,claude_scaffold
5.335385,6.687362,claude_scaffold
5.2586207,6.573554,claude_scaffold
5.2836723,6.5763464,claude_scaffold
5.1902604,6.4212146,claude_scaffold
5.240685,6.6388636,claude_scaffold
5.1778765,6.724818,claude_scaffold
5.8562684,3.7174118,claude_scaffold
5.8424296,3.7837443,claude_scaffold
-3.803798,-1.901707,claude_scaffold
-3.714797,-1.9635051,claude_scaffold
-4.977043,-1.6606565,claude_scaffold
-4.0513625,-1.9739807,claude_scaffold
-3.6086712,-2.2347507,claude_scaffold
-3.8487215,-2.4102333,claude_scaffold
-3.7949953,-2.4340293,claude_scaffold
-2.2737985,-0.8547415,claude_scaffold
-4.421538,-0.9136305,claude_scaffold
3.8647277,1.7980176,claude_scaffold
4.141317,2.0350325,claude_scaffold
4.073951,2.143026,claude_scaffold
3.8889358,1.8423489,claude_scaffold
4.081307,2.094094,claude_scaffold
3.9780986,2.1831017,claude_scaffold
3.9914327,1.7604382,claude_scaffold
4.18563,1.9911007,claude_scaffold
4.0557766,2.1739283,claude_scaffold
3.8163621,1.7576303,claude_scaffold
3.938124,1.7489866,claude_scaffold
3.9473255,1.8202537,claude_scaffold
3.9655442,1.7431089,claude_scaffold
4.234139,2.1737819,claude_scaffold
-3.7323694,-1.7893474,claude_scaffold
-3.8917696,-1.4063085,claude_scaffold
-3.7880569,-1.8210945,claude_scaffold
-3.9962277,-2.4234653,claude_scaffold
-4.9068413,-1.6691296,claude_scaffold
-3.5723424,-2.0441468,claude_scaffold
-3.87604,-1.7378945,claude_scaffold
-4.21175,-1.4582368,claude_scaffold
-2.259316,-0.85256535,claude_scaffold
-3.966186,-1.9055934,claude_scaffold
-3.9185379,-1.3819566,claude_scaffold
-3.863463,-1.7997957,claude_scaffold
-3.547647,-2.0670905,claude_scaffold
-4.075739,-1.9910727,claude_scaffold
-3.8237193,-1.8897812,claude_scaffold
5.4374394,11.297229,claude_scaffold
5.515798,11.228868,claude_scaffold
5.475643,11.290231,claude_scaffold
5.494613,11.244851,claude_scaffold
5.5882263,11.153372,claude_scaffold
5.4004836,11.249879,claude_scaffold
5.4365025,11.288294,claude_scaffold
-2.3168428,-0.9061162,claude_scaffold
-4.226839,-2.0445268,claude_scaffold
-4.048248,-2.1318386,claude_scaffold
-3.9839969,-2.2088876,claude_scaffold
5.7950244,3.7859187,claude_scaffold
5.6838517,3.8800693,claude_scaffold
5.728858,3.7979393,claude_scaffold
4.6075253,-1.9837612,claude_scaffold
4.7552094,-2.2795846,claude_scaffold
4.7783303,-1.9372488,claude_scaffold
4.553059,-2.049721,claude_scaffold
4.56049,-1.9890488,claude_scaffold
4.8564787,-1.9413239,claude_scaffold
5.159744,-2.220731,claude_scaffold
4.640319,-1.8563008,claude_scaffold
3.2417462,4.4929323,claude_scaffold
3.1276507,4.5946097,claude_scaffold
3.0672724,4.550191,claude_scaffold
3.2296968,4.461647,claude_scaffold
3.1227121,4.648289,claude_scaffold
3.1074758,4.5621176,claude_scaffold
3.010902,4.580438,claude_scaffold
2.938127,4.516823,claude_scaffold
2.9939194,4.747897,claude_scaffold
3.1030707,4.688047,claude_scaffold
4.192521,7.0212684,claude_scaffold
4.2588944,6.8597946,claude_scaffold
4.3389153,6.8622527,claude_scaffold
3.9421303,6.990817,claude_scaffold
4.183229,6.895055,claude_scaffold
4.061322,6.955707,claude_scaffold
4.4463573,6.933651,claude_scaffold
4.2354183,6.9445586,claude_scaffold
4.053806,6.8077135,claude_scaffold
4.09743,6.9637947,claude_scaffold
4.1209626,6.927752,claude_scaffold
8.152107,4.6272655,claude_scaffold
7.745045,4.371099,claude_scaffold
8.139788,4.6511703,claude_scaffold
7.856939,4.425992,claude_scaffold
8.139586,4.628716,claude_scaffold
8.116237,4.6409864,claude_scaffold
8.13067,4.639333,claude_scaffold
7.63263,4.2679443,claude_scaffold
8.053124,4.5217443,claude_scaffold
7.6693463,4.331103,claude_scaffold
8.1730995,4.6402583,claude_scaffold
8.173918,4.592552,claude_scaffold
8.14674,4.6074815,claude_scaffold
8.057396,4.5429482,claude_scaffold
8.211657,4.715433,claude_scaffold
8.139302,4.5914774,claude_scaffold
8.125954,4.6495314,claude_scaffold
8.099776,4.5732226,claude_scaffold
4.133885,6.9069877,claude_scaffold
4.0648055,6.8110695,claude_scaffold
4.0697803,6.884378,claude_scaffold
4.1598835,6.8761826,claude_scaffold
4.1479936,6.8970704,claude_scaffold
4.1066613,6.9090247,claude_scaffold
4.0489287,6.918557,claude_scaffold
4.3283157,7.0552864,claude_scaffold
4.2486153,7.0385404,claude_scaffold
4.0435514,6.7745028,claude_scaffold
4.0984774,6.923005,claude_scaffold
3.9705298,6.829655,claude_scaffold
8.607096,2.7177916,claude_scaffold
8.601784,2.7050457,claude_scaffold
8.743412,2.6806295,claude_scaffold
8.955162,2.6779315,claude_scaffold
8.739495,2.782115,claude_scaffold
8.6212435,2.7637024,claude_scaffold
8.8295965,2.7702708,claude_scaffold
8.579532,2.719745,claude_scaffold
8.617308,2.7704074,claude_scaffold
8.838527,2.727992,claude_scaffold
8.786969,2.7791824,claude_scaffold
8.718236,2.7350888,claude_scaffold
8.774181,2.7281358,claude_scaffold
8.744107,2.7086854,claude_scaffold
8.731375,2.7278733,claude_scaffold
7.224863,4.903806,claude_scaffold
7.2288103,4.9129496,claude_scaffold
7.1975017,4.658087,claude_scaffold
7.1849394,4.784141,claude_scaffold
7.210483,4.869202,claude_scaffold
7.167482,4.7612476,claude_scaffold
7.2443566,4.859732,claude_scaffold
7.2699056,4.955308,claude_scaffold
-4.4013762,-1.0962908,claude_scaffold
-4.949221,-1.6928385,claude_scaffold
-4.2037206,-2.1526673,claude_scaffold
-3.9646423,-2.179231,claude_scaffold
-4.4552383,-0.5994233,claude_scaffold
-4.327191,-1.1528395,claude_scaffold
-2.297584,-0.7639239,claude_scaffold
-4.179576,-2.1400456,claude_scaffold
-4.2739954,-2.0597286,claude_scaffold
-3.7187607,-1.5969832,claude_scaffold
5.988725,2.7582965,claude_scaffold
5.952335,2.7636926,claude_scaffold
5.963088,2.7557228,claude_scaffold
5.9605455,2.7241707,claude_scaffold
5.9895434,2.7383797,claude_scaffold
5.903461,2.8438842,claude_scaffold
5.699163,2.786461,claude_scaffold
5.951277,2.8120043,claude_scaffold
5.9973993,2.7575665,claude_scaffold
5.6705155,-0.5763221,claude_scaffold
5.709671,-0.78087264,claude_scaffold
5.7379127,-0.8461424,claude_scaffold
5.7127986,-0.71039784,claude_scaffold
5.7024546,-0.6294153,claude_scaffold
5.7226486,-0.71224207,claude_scaffold
5.6482034,-0.71179783,claude_scaffold
5.7299685,-0.822755,claude_scaffold
5.7784305,-0.8068725,claude_scaffold
5.6747456,-0.8922164,claude_scaffold
5.500946,5.1829424,claude_scaffold
5.3971395,5.2705884,claude_scaffold
5.448029,5.1657996,claude_scaffold
5.347638,5.6053295,claude_scaffold
5.4335313,5.170735,claude_scaffold
5.344179,5.3537574,claude_scaffold
5.5937424,5.3294053,claude_scaffold
5.343606,5.4760265,claude_scaffold
5.3628044,5.1826563,claude_scaffold
5.3894253,5.533893,claude_scaffold
7.076029,3.9471908,claude_scaffold
7.101158,4.159966,claude_scaffold
7.080318,4.0571527,claude_scaffold
7.1714764,4.1421328,claude_scaffold
7.314493,4.2308607,claude_scaffold
7.3165135,4.1423526,claude_scaffold
7.137994,3.9934123,claude_scaffold
7.376252,4.080782,claude_scaffold
7.269094,4.1255107,claude_scaffold
7.306305,4.1676145,claude_scaffold
-5.091734,-0.6338278,claude_scaffold
-4.7827477,-0.5797587,claude_scaffold
-5.0212045,-0.6045597,claude_scaffold
-4.989178,-0.6459844,claude_scaffold
-5.053356,-0.58413833,claude_scaffold
-5.0293226,-0.6047767,claude_scaffold
-5.0015664,-0.61740357,claude_scaffold
-5.020965,-0.6146845,claude_scaffold
-4.711055,-0.6234327,claude_scaffold
-4.7261934,-0.7582099,claude_scaffold
-4.889639,-0.7243211,claude_scaffold
-4.9495893,-0.7223908,claude_scaffold
5.804551,3.7552524,claude_scaffold
5.756299,3.8076427,claude_scaffold
5.74619,3.7932007,claude_scaffold
5.6512327,3.8560882,claude_scaffold
5.751638,3.8241093,claude_scaffold
-7.402531,1.6747166,claude_scaffold
-6.9941306,1.1304699,claude_scaffold
-4.6991215,-1.0993156,claude_scaffold
-7.368453,1.1741369,claude_scaffold
-7.340604,1.192295,claude_scaffold
-7.3602157,1.1414442,claude_scaffold
-7.4063563,1.6883029,claude_scaffold
-6.965932,1.1073459,claude_scaffold
-6.9174957,1.0261011,claude_scaffold
-7.320269,1.3368236,claude_scaffold
1.674447,4.3365192,claude_scaffold
1.6924204,4.332623,claude_scaffold
1.6646295,4.3209124,claude_scaffold
2.681051,3.5149505,claude_scaffold
3.163823,3.4936106,claude_scaffold
2.7393842,3.632068,claude_scaffold
2.812143,3.6218414,claude_scaffold
3.2512405,3.4593372,claude_scaffold
3.1273632,3.5504842,claude_scaffold
2.7203453,3.611872,claude_scaffold
2.7609973,3.6204488,claude_scaffold
2.818481,3.688273,claude_scaffold
2.7547932,3.5933383,claude_scaffold
2.7445464,3.6954436,claude_scaffold
3.1741993,3.6040397,claude_scaffold
2.870219,3.683019,claude_scaffold
3.2933834,3.473247,claude_scaffold
3.1355221,3.522902,claude_scaffold
2.7672348,3.6713688,claude_scaffold
2.8227782,3.6595263,claude_scaffold
2.7351727,3.6331189,claude_scaffold
5.1942,-2.210845,claude_scaffold
5.228308,-2.196862,claude_scaffold
5.225134,-2.2017167,claude_scaffold
5.115746,-2.0326877,claude_scaffold
5.2262897,-2.0930905,claude_scaffold
5.193091,-2.072435,claude_scaffold
5.86912,-1.5358633,claude_scaffold
5.9555335,-1.5611942,claude_scaffold
5.9035015,-1.4761587,claude_scaffold
5.9353228,-1.5127069,claude_scaffold
5.909191,-1.5188768,claude_scaffold
2.333188,1.7849121,claude_scaffold
2.4296324,1.8784723,claude_scaffold
2.2522197,1.697649,claude_scaffold
2.2639115,1.7146736,claude_scaffold
2.2824783,1.7471846,claude_scaffold
2.2505448,1.6987807,claude_scaffold
2.2811332,1.7306173,claude_scaffold
2.2647305,1.7236603,claude_scaffold
2.2651644,1.6967133,claude_scaffold
2.2543018,1.7024868,claude_scaffold
5.5230737,5.2402472,claude_scaffold
5.3801923,5.1529007,claude_scaffold
5.510789,5.2335367,claude_scaffold
5.0910625,4.8500214,claude_scaffold
5.4487143,5.264747,claude_scaffold
5.5759773,5.159888,claude_scaffold
5.458683,5.2454414,claude_scaffold
5.451691,5.1935844,claude_scaffold
5.465061,5.2201424,claude_scaffold
5.5811296,5.2616534,claude_scaffold
8.058469,-1.1039617,claude_scaffold
8.061334,-1.1120491,claude_scaffold
8.132843,-1.1722838,claude_scaffold
8.067761,-1.1135603,claude_scaffold
8.103549,-1.1443266,claude_scaffold
8.063951,-1.1073816,claude_scaffold
8.041742,-1.0822486,claude_scaffold
8.117417,-1.1389432,claude_scaffold
8.078278,-1.0993419,claude_scaffold
-3.4856565,0.65446174,claude_scaffold
-3.433776,0.7079633,claude_scaffold
-3.4867315,0.6484972,claude_scaffold
-3.5139012,0.62727606,claude_scaffold
-3.423957,0.6886763,claude_scaffold
-3.4429111,0.6933527,claude_scaffold
-3.468494,0.6414213,claude_scaffold
-3.498615,0.62717366,claude_scaffold
-4.8684278,-1.6190405,claude_scaffold
-4.4865284,-1.0566276,claude_scaffold
-4.2795997,-1.4952407,claude_scaffold
-4.7651863,-1.0320567,claude_scaffold
-4.3965387,-1.2406245,claude_scaffold
-4.271528,-1.3781322,claude_scaffold
-4.3965216,-1.0692956,claude_scaffold
-4.4316688,-1.1099952,claude_scaffold
-4.8264422,-1.6917809,claude_scaffold
-4.3540215,-2.0726478,claude_scaffold
-4.7082825,-1.060857,claude_scaffold
-4.399321,-1.0791789,claude_scaffold
-4.374209,-1.2272173,claude_scaffold
-7.345462,1.1845096,claude_scaffold
-4.503858,-0.6564371,claude_scaffold
-4.059545,-1.6205469,claude_scaffold
-3.5946229,-1.4362884,claude_scaffold
-3.8570626,-1.4883883,claude_scaffold
-3.6071787,-1.7756726,claude_scaffold
-3.5942793,-1.4485431,claude_scaffold
-3.7322414,-1.5674615,claude_scaffold
-2.3889947,-0.83670694,claude_scaffold
-4.0887513,-1.667108,claude_scaffold
-2.2864583,-0.83447134,claude_scaffold
-7.269436,1.5431205,claude_scaffold
-7.2384133,0.7487684,claude_scaffold
-7.266178,0.71938264,claude_scaffold
-7.3872824,0.67067504,claude_scaffold
-7.373264,1.1457477,claude_scaffold
-7.3087854,0.6185836,claude_scaffold
-7.2375913,0.6915994,claude_scaffold
-7.2717104,0.7710022,claude_scaffold
-7.283765,1.5801499,claude_scaffold
-7.214301,0.8705375,claude_scaffold
-7.231574,0.83438295,claude_scaffold
-7.3569756,0.7091161,claude_scaffold
-7.35323,1.1732762,claude_scaffold
-7.300116,0.66028494,claude_scaffold
-7.2940574,0.6500323,claude_scaffold
-7.2126737,0.6837571,claude_scaffold
-2.5825977,-1.8384838,claude_scaffold
-2.716443,-2.0074513,claude_scaffold
-2.669719,-2.0102117,claude_scaffold
-2.7848675,-2.0615406,claude_scaffold
-2.5679922,-1.8219953,claude_scaffold
-2.7428706,-1.9424062,claude_scaffold
-2.6707878,-1.9863214,claude_scaffold
-2.7219107,-2.0045185,claude_scaffold
-2.7759583,-2.0437808,claude_scaffold
0.6409312,3.3072453,claude_scaffold
0.8079404,3.2991998,claude_scaffold
0.4683027,3.4363494,claude_scaffold
0.54168296,3.5111582,claude_scaffold
0.7503727,3.3575692,claude_scaffold
0.7626632,3.3408718,claude_scaffold
0.75827134,3.3665292,claude_scaffold
